botanical_entry_id,botanical_name,duplicate_name_group,duplicate_name_count,part_used,season,ferment_safety,use_type,functions,form_in_system,micronutrients,notes,ayurvedic_profile,tcm_meridians,tcm_nature_flavour,archetype_animal,scientific_actions,synergy_tags,element_planet,permaculture_guild,biodynamic_timing,soil_type,growing_conditions,foraging_habitat,kombucha_1f_friendly_flag,tea_friendly_flag,bitters_friendly_flag,cordial_friendly_flag,fresh_produce_friendly_flag,preserve_friendly_flag,cosmetic_friendly_flag,source_table,source_row
BOT-BR-0063,Café arábica — Catuaí Vermelho,cafe_arabica_catuai_vermelho,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Widely planted Brazilian arabica cultivar.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,64
BOT-BR-0064,Café arábica — Catucaí 785-15,cafe_arabica_catucai_785_15,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Commercial Brazilian arabica cultivar.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,65
BOT-BR-0065,Café arábica — Catucaí Amarelo 2SL,cafe_arabica_catucai_amarelo_2sl,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Commercial Brazilian arabica cultivar.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,66
BOT-BR-0066,Café arábica — Icatu Amarelo,cafe_arabica_icatu_amarelo,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Traditional rust-resistant arabica-related cultivar.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,67
BOT-BR-0067,Café arábica — Mundo Novo,cafe_arabica_mundo_novo,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Traditional high-yield arabica cultivar in Brazil.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,68
BOT-BR-0068,Café arábica — Obatã IAC 1669-20,cafe_arabica_obata_iac_1669_20,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Rust-resistant cultivar used in Brazilian arabica systems.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,69
BOT-BR-0069,Café arábica — Paraíso MG H419-1,cafe_arabica_paraiso_mg_h419_1,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Brazilian arabica cultivar with disease-resistance package.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,70
BOT-BR-0070,Café arábica — Rubi MG 1192,cafe_arabica_rubi_mg_1192,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Brazilian arabica cultivar from Catuaí x Mundo Novo background.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,71
BOT-BR-0071,Café arábica — Sabiá,cafe_arabica_sabia,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,High-performing cultivar in Brazilian highland systems.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,72
BOT-BR-0072,Café arábica — Topázio MG 1190,cafe_arabica_topazio_mg_1190,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;specialty coffee,Yield;Cup quality;Disease package,Green bean;roasted bean,Caffeine;polyphenols,Brazilian arabica cultivar from Catuaí x Mundo Novo background.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,False,True,False,False,False,False,Botanicals_Master,73
BOT-BR-0073,Café canéfora / conilon,cafe_canefora_conilon,1,Seed,Autumn;Winter,Secondary only,Roasted beverage;soluble coffee,Commodity;Stimulant,Green bean;roasted bean,Caffeine;polyphenols,Conilon/robusta screening row for warmer Brazilian coffee zones.,,,,,Stimulant;commodity beverage,,,,,Well-drained;managed fertility,Warm lowland managed plantations,Coffee plantation,False,False,True,False,False,False,False,Botanicals_Master,74
BOT-BR-0074,Cagaita,cagaita,1,Fruit;Pulp,Spring;Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,75
BOT-BR-0075,Caju,caju,1,Pseudofruit;Nut,Spring;Summer,Primary OK,Fresh;Juice;Nut;Alcohol,Nutrition;Flavor;Commodity crop,Fresh;Juice;Nut;Dried,Vit C;Lipids,Major Brazilian tree crop for both pseudofruit and nut value chains.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,True,True,True,True,False,Botanicals_Master,76
BOT-BR-0076,Cajá,caja,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,77
BOT-BR-0077,Cambuci,cambuci,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,78
BOT-BR-0078,Cambucá,cambuca,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,79
BOT-BR-0079,Camu-camu,camu_camu,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Very high vitamin C fruit suited to nutraceutical and beverage positioning.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,80
BOT-BR-0080,Capim-santo,capim_santo,1,Leaf,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Calm;Digestive;Aromatic,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Calming;digestive,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,True,False,False,False,Botanicals_Master,81
BOT-BR-0081,Carqueja,carqueja,1,Aerial parts,Year-round,Secondary only,Tea;Tincture;Extract;Tonic,Bitter;Digestive;Medicinal,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Digestive bitter,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,False,True,True,True,False,False,False,Botanicals_Master,82
BOT-BR-0082,Catuaba,catuaba,1,Bark,Summer;Autumn,Secondary only,Medicinal extract,Traditional tonic,Bark;Extract,Polyphenols;alkaloidal fractions,Trade common name can cover more than one species; this row uses Trichilia catigua.,,,,,Traditional stimulant / tonic use,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,False,False,False,True,Botanicals_Master,83
BOT-BR-0083,Cereja-do-rio-grande,cereja_do_rio_grande,1,Fruit;Pulp,Spring;Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,84
BOT-BR-0084,Copaíba,copaiba,1,Seed;Bark;Oil;Resin,Summer;Autumn,Secondary only,Oil;Extract;Medicinal;Cosmetic,Medicinal;Cosmetic;Functional extract,Oil;Resin;Extract,Secondary metabolites,Oleoresin species with strong medicinal and cosmetic markets.,,,,,Anti-inflammatory;functional,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,False,False,False,True,Botanicals_Master,85
BOT-BR-0085,Cumaru,cumaru,1,Seed,Summer;Autumn,Secondary only,Flavor;Perfumery;Extract,Aromatic;Flavor,Seed;Extract,Coumarin,Tonka bean tree; strong specialty flavor and perfumery interest.,,,,,Aromatic compound source,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,True,False,False,True,Botanicals_Master,86
BOT-BR-0086,Cupuaçu,cupuacu,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,"Strong pulp, dessert, confectionery, and ingredient value; iconic Amazon species.",,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,87
BOT-BR-0087,Erva-baleeira,erva_baleeira,1,Leaf,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Anti-inflammatory;Medicinal,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Anti-inflammatory,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,False,False,False,False,Botanicals_Master,88
BOT-BR-0088,Erva-mate,erva_mate,1,Leaf,Year-round,Primary OK,Tea;Maté;Extract;Functional beverage,Energy;Stimulant;Antioxidant,Dried leaf;Extract,Xanthines;polyphenols,Core southern Brazil beverage plant with strong heritage and health positioning.,,,,,Stimulant;antioxidant,,,,,Acidic;well-drained;organic matter,Subtropical humid;managed shade or sun,Forest edge;managed plantation,True,True,True,False,False,False,False,Botanicals_Master,89
BOT-BR-0089,Espinheira-santa,espinheira_santa,1,Leaf,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Digestive;Medicinal,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Gastroprotective tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,False,False,False,False,Botanicals_Master,90
BOT-BR-0090,Goiaba,goiaba,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,91
BOT-BR-0091,Goiaba — Kumagai,goiaba_kumagai,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,White-fleshed table guava cultivar common in São Paulo orchards.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,92
BOT-BR-0092,Goiaba — Ogawa,goiaba_ogawa,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,Commercial guava cultivar used in Brazil.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,93
BOT-BR-0093,Goiaba — Paluma,goiaba_paluma,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,Main commercial guava cultivar in Brazil; strong industry and fresh-market relevance.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,94
BOT-BR-0094,Goiaba — Pedro Sato,goiaba_pedro_sato,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,Large pink-fleshed guava cultivar widely planted in Brazil.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,95
BOT-BR-0095,Goiaba — Rica,goiaba_rica,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,Brazilian guava cultivar for industry and fresh market.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,96
BOT-BR-0096,Goiaba — Sassaoka,goiaba_sassaoka,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,Table guava cultivar with large fruits.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,97
BOT-BR-0097,Goiaba — Século XXI,goiaba_seculo_xxi,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,Brazilian guava cultivar from Paluma x Supreme 2 cross.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,98
BOT-BR-0098,Goiaba — Tailandesa,goiaba_tailandesa,1,Fruit,Summer;Autumn,Primary OK,Fresh market;Pulp;Industry,Yield;Fruit size;Processing quality,Fresh;Pulp;Juice,Vit C;pectin,Large-fruited guava type used in Brazil.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,99
BOT-BR-0099,Goiaba-serrana / Feijoa,goiaba_serrana_feijoa,1,Fruit;Pulp,Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,100
BOT-BR-0100,Grumixama,grumixama,1,Fruit;Pulp,Spring;Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,101
BOT-BR-0101,Guabiroba,guabiroba,1,Fruit;Pulp,Spring;Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,102
BOT-BR-0102,Guaco,guaco,1,Leaf,Year-round,Primary OK,Tea;Syrup;Extract,Respiratory;Medicinal;Functional beverage,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Expectorant;anti-inflammatory tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,True,False,False,False,Botanicals_Master,103
BOT-BR-0103,Guaco-do-mato,guaco_do_mato,1,Leaf,Year-round,Primary OK,Tea;Tincture;Extract;Tonic,Respiratory;Medicinal,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Expectorant;anti-inflammatory tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,True,True,True,False,False,False,False,Botanicals_Master,104
BOT-BR-0104,Guaraná,guarana,1,Seed,Summer;Autumn,Secondary only,Powder;Extract;Energy beverage,Energy;Stimulant;Functional ingredient,Seed;Powder;Extract,Caffeine;polyphenols,Flagship Amazon crop for beverage and supplement markets.,,,,,Stimulant;antioxidant,,,,,Well-drained;managed fertility,Warm humid tropical;trellised or shrub form,Managed plantation,False,True,True,False,False,False,False,Botanicals_Master,105
BOT-BR-0105,Guaraná — BRS Amazonas,guarana_brs_amazonas,1,Seed,Summer;Autumn,Secondary only,Powder;Extract;Energy beverage,Yield;Disease tolerance;Caffeine crop,Seed;Powder;Extract,Caffeine;polyphenols,Embrapa clone recommended for commercial planting in Amazonas.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,True,True,False,False,False,False,Botanicals_Master,106
BOT-BR-0106,Guaraná — BRS Maués,guarana_brs_maues,1,Seed,Summer;Autumn,Secondary only,Powder;Extract;Energy beverage,Yield;Disease tolerance;Caffeine crop,Seed;Powder;Extract,Caffeine;polyphenols,Embrapa clone associated with traditional Maués production area.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,False,True,True,False,False,False,False,Botanicals_Master,107
BOT-BR-0107,Ipê-roxo,ipe_roxo,1,Bark,Summer;Autumn,Secondary only,Traditional medicinal;wood,Medicinal;restoration,Bark;Extract,Naphthoquinones,Traditional medicinal bark species; verify formulation and harvest sustainability.,,,,,Antimicrobial;functional,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,False,False,False,True,Botanicals_Master,108
BOT-BR-0108,Jaborandi,jaborandi,1,Leaf,Year-round,Secondary only,Medicinal leaf;extract,Pharmaceutical alkaloid source,Dried leaf;Extract,Pilocarpine alkaloids,Major medicinal raw material; leaf harvest system needs sustainability control.,,,,,Secretagogue;pharmaceutical alkaloid source,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,False,False,False,True,Botanicals_Master,109
BOT-BR-0109,Jabuticaba,jabuticaba,1,Fruit;Pulp,Spring;Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,"Flagship Brazilian fruit for fresh, wine, vinegar, and cordial-style products.",,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,110
BOT-BR-0110,Jambu,jambu,1,Leaf;Flower,Year-round,Secondary only,Tea;Tincture;Extract;Tonic,Culinary;Numbing spice;Functional ingredient,Fresh;Frozen;Extract,Spilanthol-rich compounds,Strong culinary and ingredient identity in the Amazon and Pará.,,,,,Sialagogue;topical anesthetic tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,False,True,True,True,False,False,False,Botanicals_Master,111
BOT-BR-0111,Jatobá,jatoba,1,Fruit pulp;Bark;Seed,Summer;Autumn,Secondary only,Fruit flour;Medicinal;Timber,Nutrition;Traditional medicine;Timber,Flour;Extract,Fiber;secondary metabolites,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,False,False,True,True,True,True,False,Botanicals_Master,112
BOT-BR-0112,Jenipapo,jenipapo,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,113
BOT-BR-0113,Juçara,jucara,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Atlantic Forest palm used for fruit and palm-heart systems; conservation-sensitive.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,114
BOT-BR-0114,Licuri,licuri,1,Kernel;Fruit,Winter;Spring,Secondary only,Nut;Oil;Confectionery,Oil;Flavor;Protein,Kernel;Oil,Lipids;minerals,Semiarid palm with strong regional heritage and specialty ingredient potential.,,,,,Nutritional,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,False,False,True,True,True,True,True,Botanicals_Master,115
BOT-BR-0115,Mangaba,mangaba,1,Fruit;Pulp,Summer,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,116
BOT-BR-0116,Maracujá — BRS Gigante Amarelo,maracuja_brs_gigante_amarelo,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fresh market;Pulp;Juice,Yield;Fruit quality;Processing,Fresh;Juice;Pulp,Vit C;carotenoids,Embrapa yellow passionfruit hybrid for table and industry.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,117
BOT-BR-0117,Maracujá — BRS Mel do Cerrado,maracuja_brs_mel_do_cerrado,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fresh market;Pulp;Juice,Yield;Fruit quality;Processing,Fresh;Juice;Pulp,Vit C;carotenoids,Embrapa sweet passionfruit cultivar for higher-value specialty fruit markets.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,118
BOT-BR-0118,Maracujá — BRS Rubi do Cerrado,maracuja_brs_rubi_do_cerrado,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fresh market;Pulp;Juice,Yield;Fruit quality;Processing,Fresh;Juice;Pulp,Vit C;carotenoids,Embrapa passionfruit cultivar with reddish-yellow fruits and strong productivity.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,119
BOT-BR-0119,Maracujá — BRS Sol do Cerrado,maracuja_brs_sol_do_cerrado,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fresh market;Pulp;Juice,Yield;Fruit quality;Processing,Fresh;Juice;Pulp,Vit C;carotenoids,Embrapa yellow passionfruit cultivar with high productivity and fruit quality.,,,,,Commodity / cultivar screening,,,,,Managed orchard soils,Managed commercial cultivation,Orchard / plantation,True,False,False,True,True,True,False,Botanicals_Master,120
BOT-BR-0120,Maracujá-azedo,maracuja_azedo,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,121
BOT-BR-0121,Maracujá-doce,maracuja_doce,1,Fruit;Pulp,Summer;Autumn,Primary OK,Fruit;Pulp;Beverage;Cordial,Nutrition;Flavor;Antioxidant,Fresh;Frozen pulp;Juice;Dried,Vit C;Polyphenols,Brazil-first screening row; harvest window varies by region.,,,,,Antioxidant;nutritive,,,,,Well-drained;organic matter,Full sun to partial sun; moisture according to species,Managed orchard;agroforestry;forest edge,True,False,False,True,True,True,False,Botanicals_Master,122
BOT-BR-0122,Mastruz / Erva-de-santa-maria,mastruz_erva_de_santa_maria,1,Leaf,Year-round,Secondary only,Tea;Tincture;Extract;Tonic,Aromatic;Traditional medicine,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Anthelmintic tradition,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,False,True,True,True,False,False,False,Botanicals_Master,123
BOT-BR-0123,Muira puama,muira_puama,1,Bark;Root,Summer;Autumn,Secondary only,Medicinal extract,Traditional tonic,Bark;Extract,Secondary metabolites,Amazon medicinal tree/shrub used in extract markets.,,,,,Traditional stimulant / tonic use,,,,,Deep well-drained soils,Full sun;agroforestry;forest systems,Forest;managed agroforestry,False,True,True,False,False,False,True,Botanicals_Master,124
BOT-BR-0124,Mulungu,mulungu,1,Bark;Flower,Year-round,Secondary only,Tea;Tincture;Extract;Tonic,Calming;Medicinal,Fresh;Dried;Extract,Bioactive compounds,Brazil-first medicinal screening row; use needs formulation review.,,,,,Sedative tendency,,,,,Well-drained;organic matter,Managed cultivation;part sun to full sun,Cultivated beds;forest edge;secondary vegetation,False,True,True,False,False,False,False,Botanicals_Master,125
