product_id,product_name,catalogue_line_guess,fermentation_family_guess,format_label,function_label,core_base,protocols_used,botanicals_used,live_status,intended_use,strength_level,shelf_stability,development_status,notes,source_table,source_row
PROD-BR-00185,Araticum — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Araticum,,Araticum,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,149
PROD-BR-00186,Araticum — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Fresh market,Araticum,,Araticum,,Heritage; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,150
PROD-BR-00187,Araticum — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage,Araticum,,Araticum,,Heritage,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,151
PROD-BR-00188,Araticum — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Araticum,,Araticum,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,152
PROD-BR-00189,Araticum — Jam / Preserve,Pantry,,Jam / Preserve,Heritage,Araticum,,Araticum,,Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,153
PROD-BR-00190,Araticum — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Beverage,Araticum,,Araticum,,Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,154
PROD-BR-00193,Araucária / Pinhão — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Heritage; Premium,Araucária / Pinhão,,Araucária / Pinhão,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Paraná pine; strong heritage food value from pinhão and major conservation importance.,Products,155
PROD-BR-00194,Araucária / Pinhão — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Heritage,Araucária / Pinhão,,Araucária / Pinhão,,Heritage,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Paraná pine; strong heritage food value from pinhão and major conservation importance.",Products,156
PROD-BR-00195,Araucária / Pinhão — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Araucária / Pinhão,,Araucária / Pinhão,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Paraná pine; strong heritage food value from pinhão and major conservation importance.,Products,157
PROD-BR-00196,Araucária / Pinhão — Flour / Powder,Ingredient / Pantry,,Flour / Powder,Heritage,Araucária / Pinhão,,Araucária / Pinhão,,Heritage,Inferred,,Concept,Evidence Basis: Nut / seed profile suggests flour or powder | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / bulk ingredient | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Paraná pine; strong heritage food value from pinhão and major conservation importance.,Products,158
PROD-BR-00197,Araucária / Pinhão — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Heritage; Premium,Araucária / Pinhão,,Araucária / Pinhão,,Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Paraná pine; strong heritage food value from pinhão and major conservation importance.,Products,159
PROD-BR-00198,Araucária / Pinhão — Snack / Nut,Food,,Snack / Nut,Heritage,Araucária / Pinhão,,Araucária / Pinhão,,Heritage,Direct,,Concept,Evidence Basis: Nut / snack cue | Processing Type: Drying / roasting | Suggested Packaging / Form: Snack pouch / bulk nut | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Paraná pine; strong heritage food value from pinhão and major conservation importance.,Products,160
PROD-BR-00199,Araucária / Pinhão — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Heritage,Araucária / Pinhão,,Araucária / Pinhão,,Heritage,Inferred,,Concept,Evidence Basis: Leaf / flower / non-fruit medicinal profile suggests tea | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Paraná pine; strong heritage food value from pinhão and major conservation importance.,Products,161
PROD-BR-00200,Araçá — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Araçá,,Araçá,,Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,162
PROD-BR-00201,Araçá — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Araçá,,Araçá,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,163
PROD-BR-00202,Araçá — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Fresh market,Araçá,,Araçá,,Heritage; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,164
PROD-BR-00203,Araçá — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage,Araçá,,Araçá,,Heritage,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,165
PROD-BR-00204,Araçá — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Araçá,,Araçá,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,166
PROD-BR-00205,Araçá — Jam / Preserve,Pantry,,Jam / Preserve,Heritage,Araçá,,Araçá,,Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,167
PROD-BR-00206,Araçá — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Beverage,Araçá,,Araçá,,Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,168
PROD-BR-00209,Araçá-boi — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Heritage; Premium; Beverage,Araçá-boi,,Araçá-boi,,Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,169
PROD-BR-00210,Araçá-boi — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Heritage; Premium,Araçá-boi,,Araçá-boi,,Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,170
PROD-BR-00211,Araçá-boi — Fresh Produce,Fresh / Raw,,Fresh Produce,Heritage; Fresh market,Araçá-boi,,Araçá-boi,,Heritage; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,171
PROD-BR-00212,Araçá-boi — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Heritage,Araçá-boi,,Araçá-boi,,Heritage,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,172
PROD-BR-00213,Araçá-boi — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Heritage; Premium; Beverage,Araçá-boi,,Araçá-boi,,Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,173
PROD-BR-00214,Araçá-boi — Jam / Preserve,Pantry,,Jam / Preserve,Heritage,Araçá-boi,,Araçá-boi,,Heritage,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,174
PROD-BR-00215,Araçá-boi — Juice / Nectar,Beverage,,Juice / Nectar,Heritage; Beverage,Araçá-boi,,Araçá-boi,,Heritage; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first screening row; harvest window varies by region.,Products,175
PROD-BR-00218,Arnica-do-campo — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Heritage; Premium,Arnica-do-campo,,Arnica-do-campo,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Tincture cue in use | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,176
PROD-BR-00219,Arnica-do-campo — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Heritage,Arnica-do-campo,,Arnica-do-campo,,Wellness; Heritage,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.",Products,177
PROD-BR-00220,Arnica-do-campo — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Arnica-do-campo,,Arnica-do-campo,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Extract cue in use | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,178
PROD-BR-00221,Arnica-do-campo — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Arnica-do-campo,,Arnica-do-campo,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,179
PROD-BR-00222,Arnica-do-campo — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage,Arnica-do-campo,,Arnica-do-campo,,Wellness; Heritage,Direct,,Concept,Evidence Basis: Tea / maté cue in use | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Brazil-first medicinal screening row; use needs formulation review.,Products,180
PROD-BR-00223,Aroeira-do-sertão — Bitters / Tincture,Herbal Wellness / Beverage,,Bitters / Tincture,Wellness; Heritage; Premium,Aroeira-do-sertão,,Aroeira-do-sertão,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Root/bark/seed/spice or non-fruit medicinal profile suggests bitters or tincture | Processing Type: Maceration / extraction | Suggested Packaging / Form: Dropper bottle / bitters bottle | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Dry-forest medicinal/timber tree often flagged in conservation discussions.,Products,181
PROD-BR-00224,Aroeira-do-sertão — Dried Herb / Spice,Culinary / Wellness,,Dried Herb / Spice,Wellness; Heritage; Premium,Aroeira-do-sertão,,Aroeira-do-sertão,,Wellness; Heritage; Premium,Inferred,,Concept,"Evidence Basis: Dryable herb, flower, or non-fruit bark/root/seed suggests dried product | Processing Type: Drying / milling | Suggested Packaging / Form: Pouch / jar / sachet | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Dry-forest medicinal/timber tree often flagged in conservation discussions.",Products,182
PROD-BR-00225,Aroeira-do-sertão — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Aroeira-do-sertão,,Aroeira-do-sertão,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Dry-forest medicinal/timber tree often flagged in conservation discussions.,Products,183
PROD-BR-00226,Aroeira-do-sertão — Oil / Cosmetic Ingredient,Cosmetic / Ingredient,,Oil / Cosmetic Ingredient,Wellness; Heritage; Premium,Aroeira-do-sertão,,Aroeira-do-sertão,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Oil / cosmetic cue | Processing Type: Pressing / extraction / infusion | Suggested Packaging / Form: Oil bottle / cosmetic bulk | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Dry-forest medicinal/timber tree often flagged in conservation discussions.,Products,184
PROD-BR-00227,Aroeira-do-sertão — Tea / Tisane,Herbal Wellness,,Tea / Tisane,Wellness; Heritage; Premium,Aroeira-do-sertão,,Aroeira-do-sertão,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Leaf / flower / non-fruit medicinal profile suggests tea | Processing Type: Drying / cut-and-sift / infusion | Suggested Packaging / Form: Loose leaf / tea bag | Primary Source URL: https://floradobrasil.jbrj.gov.br/consulta/ | Notes: Dry-forest medicinal/timber tree often flagged in conservation discussions.,Products,185
PROD-BR-00228,Açaí — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Heritage; Premium; Beverage,Açaí,,Açaí,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Cordial / syrup cue in use | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.embrapa.br/en/cultivar/acai | Notes: Flagship Amazon fruit and pulp crop with strong domestic and export demand.,Products,186
PROD-BR-00229,Açaí — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Açaí,,Açaí,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.embrapa.br/en/cultivar/acai | Notes: Flagship Amazon fruit and pulp crop with strong domestic and export demand.,Products,187
PROD-BR-00230,Açaí — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Heritage; Premium; Fresh market,Açaí,,Açaí,,Wellness; Heritage; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.embrapa.br/en/cultivar/acai | Notes: Flagship Amazon fruit and pulp crop with strong domestic and export demand.,Products,188
PROD-BR-00231,Açaí — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Heritage; Premium,Açaí,,Açaí,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.embrapa.br/en/cultivar/acai | Notes: Flagship Amazon fruit and pulp crop with strong domestic and export demand.,Products,189
PROD-BR-00232,Açaí — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Açaí,,Açaí,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Beverage / juice-tea / fruit cues suggest RTD use | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.embrapa.br/en/cultivar/acai | Notes: Flagship Amazon fruit and pulp crop with strong domestic and export demand.,Products,190
PROD-BR-00233,Açaí — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Heritage; Premium,Açaí,,Açaí,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://www.embrapa.br/en/cultivar/acai | Notes: Flagship Amazon fruit and pulp crop with strong domestic and export demand.,Products,191
PROD-BR-00234,Açaí — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Heritage; Premium; Beverage,Açaí,,Açaí,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://www.embrapa.br/en/cultivar/acai | Notes: Flagship Amazon fruit and pulp crop with strong domestic and export demand.,Products,192
PROD-BR-00237,Açaí — BRS Pai d’Égua — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Heritage; Premium; Beverage,Açaí — BRS Pai d’Égua,,Açaí — BRS Pai d’Égua,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/4707/brs-pai-degua-acaizeiro-irrigado-de-terra-firme | Notes: Embrapa cultivar for irrigated terra firme with stronger off-season output.,Products,193
PROD-BR-00238,Açaí — BRS Pai d’Égua — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Açaí — BRS Pai d’Égua,,Açaí — BRS Pai d’Égua,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/4707/brs-pai-degua-acaizeiro-irrigado-de-terra-firme | Notes: Embrapa cultivar for irrigated terra firme with stronger off-season output.,Products,194
PROD-BR-00239,Açaí — BRS Pai d’Égua — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Heritage; Premium; Fresh market,Açaí — BRS Pai d’Égua,,Açaí — BRS Pai d’Égua,,Wellness; Heritage; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/4707/brs-pai-degua-acaizeiro-irrigado-de-terra-firme | Notes: Embrapa cultivar for irrigated terra firme with stronger off-season output.,Products,195
PROD-BR-00240,Açaí — BRS Pai d’Égua — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Heritage; Premium,Açaí — BRS Pai d’Égua,,Açaí — BRS Pai d’Égua,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/4707/brs-pai-degua-acaizeiro-irrigado-de-terra-firme | Notes: Embrapa cultivar for irrigated terra firme with stronger off-season output.,Products,196
PROD-BR-00241,Açaí — BRS Pai d’Égua — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Açaí — BRS Pai d’Égua,,Açaí — BRS Pai d’Égua,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/4707/brs-pai-degua-acaizeiro-irrigado-de-terra-firme | Notes: Embrapa cultivar for irrigated terra firme with stronger off-season output.,Products,197
PROD-BR-00242,Açaí — BRS Pai d’Égua — Jam / Preserve,Pantry,,Jam / Preserve,Wellness; Heritage; Premium,Açaí — BRS Pai d’Égua,,Açaí — BRS Pai d’Égua,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Fruit use suggests preserve option | Processing Type: Cooking / concentration | Suggested Packaging / Form: Jar / preserve pot | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/4707/brs-pai-degua-acaizeiro-irrigado-de-terra-firme | Notes: Embrapa cultivar for irrigated terra firme with stronger off-season output.,Products,198
PROD-BR-00243,Açaí — BRS Pai d’Égua — Juice / Nectar,Beverage,,Juice / Nectar,Wellness; Heritage; Premium; Beverage,Açaí — BRS Pai d’Égua,,Açaí — BRS Pai d’Égua,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit profile suggests juice or nectar | Processing Type: Pressing / pulping / blending | Suggested Packaging / Form: Bottle / pouch / concentrate | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/4707/brs-pai-degua-acaizeiro-irrigado-de-terra-firme | Notes: Embrapa cultivar for irrigated terra firme with stronger off-season output.,Products,199
PROD-BR-00246,Açaí — BRS Pará — Cordial / Syrup,Beverage / Pantry,,Cordial / Syrup,Wellness; Heritage; Premium; Beverage,Açaí — BRS Pará,,Açaí — BRS Pará,,Wellness; Heritage; Premium; Beverage,Inferred,,Concept,Evidence Basis: Fruit or aromatic non-wood parts suggest cordial / syrup | Processing Type: Infusion / extraction / sweetening | Suggested Packaging / Form: Glass bottle / syrup concentrate | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/10025/acai-brs-para | Notes: Official Embrapa cultivar for terra firme; early and productive.,Products,200
PROD-BR-00247,Açaí — BRS Pará — Extract / Concentrate,Ingredient / Wellness,,Extract / Concentrate,Wellness; Heritage; Premium,Açaí — BRS Pará,,Açaí — BRS Pará,,Wellness; Heritage; Premium,Inferred,,Concept,Evidence Basis: Oil / non-fruit medicinal / fruit profile suggests extract or concentrate | Processing Type: Extraction / concentration | Suggested Packaging / Form: Extract bottle / bulk concentrate | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/10025/acai-brs-para | Notes: Official Embrapa cultivar for terra firme; early and productive.,Products,201
PROD-BR-00248,Açaí — BRS Pará — Fresh Produce,Fresh / Raw,,Fresh Produce,Wellness; Heritage; Premium; Fresh market,Açaí — BRS Pará,,Açaí — BRS Pará,,Wellness; Heritage; Premium; Fresh market,Direct,,Concept,Evidence Basis: Fresh market / fruit crop cues | Processing Type: Fresh harvest / grading | Suggested Packaging / Form: Fresh whole fruit / bunch / cut herb | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/10025/acai-brs-para | Notes: Official Embrapa cultivar for terra firme; early and productive.,Products,202
PROD-BR-00249,Açaí — BRS Pará — Frozen Pulp / Purée,Ingredient / Beverage,,Frozen Pulp / Purée,Wellness; Heritage; Premium,Açaí — BRS Pará,,Açaí — BRS Pará,,Wellness; Heritage; Premium,Direct,,Concept,Evidence Basis: Pulp / purée cues in use or form | Processing Type: Pulping / freezing | Suggested Packaging / Form: Frozen pulp sachet / purée pack | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/10025/acai-brs-para | Notes: Official Embrapa cultivar for terra firme; early and productive.,Products,203
PROD-BR-00250,Açaí — BRS Pará — Functional Beverage / RTD,Beverage,,Functional Beverage / RTD,Wellness; Heritage; Premium; Beverage,Açaí — BRS Pará,,Açaí — BRS Pará,,Wellness; Heritage; Premium; Beverage,Direct,,Concept,Evidence Basis: Functional beverage / tonic / nutraceutical cue | Processing Type: Extraction / blending / fill | Suggested Packaging / Form: Bottle / can / shot | Primary Source URL: https://www.embrapa.br/busca-de-solucoes-tecnologicas/-/produto-servico/10025/acai-brs-para | Notes: Official Embrapa cultivar for terra firme; early and productive.,Products,204
