zone_profile_id,botanical_entry_id,match_status,match_candidates,botanical_link,common_names,growth_habit,forest_garden_layer,lifespan,native_region,climate_band_prefers,hardiness_class,outdoor_suitability,greenhouse_zone,indoor_container_use,soil_type,soil_moisture,soil_functions,sun_exposure,light_preference,humidity_preference,flood_tolerance,salinity_tolerance,heat_tolerance,fire_tolerance,root_depth_type,spread_pattern,companion_plants,incompatible_with,guild_roles,foraging_habitat,harvest_window,harvest_window_brazil,planting_sowing_window,yield_regrowth,propagation_methods,recommended_establishment_method,recommended_training_method,branch_id,branch_fit,country,region,state_province,zone,microclimate_tags,production_mode,production_mode_basis,spacing_in_row_m,spacing_between_rows_m,spacing_notes,season_start_month,season_end_month,harvest_granularity,harvest_window_1_start,harvest_window_1_end,harvest_window_1_peak_start,harvest_window_1_peak_end,harvest_window_2_start,harvest_window_2_end,harvest_window_2_peak_start,harvest_window_2_peak_end,harvest_passes_per_year,time_to_first_harvest,time_to_full_production,yield_output_type,yield_unit,area_harvested_ha,production_qty,average_yield_per_ha,yield_per_plant,yield_low,yield_typical,yield_high,processing_recovery_pct,production_value_brl,harvest_source,harvest_source_year,harvest_confidence,yield_source,yield_source_year,yield_confidence,notes,source_table,source_row
AF-ZONE-BOT-BR-0499-UB-ZONE-000570,BOT-BR-0499,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,merremia tuberosa,flor-de-pau,climbing vine/liana,Climber,perennial,"Cerrado, Mata Atlântica; Área Antrópica, Cerrado (lato sensu), Floresta Ombrófila (= Floresta Pluvial)",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,limited,Terrícola,managed_moisture_by_container_and_shelter,review_non_native,managed_light_by_structure,,high,,,,,medium,moderate,Ubatuba vertical support liana; Pollinator support guild; Mycorrhizal soil-builder guild,neglected_watering; stagnant_air; overpotting_review,fruit_producer;climber,"Área Antrópica, Cerrado (lato sensu), Floresta Ombrófila (= Floresta Pluvial)",species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; cuttings; layering; supported transplant,nursery_seedling_with_support,trellis_or_live_support_training,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,1.27,2.12,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,7102
AF-ZONE-BOT-BR-0500-UB-ZONE-000571,BOT-BR-0500,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mesocapparis lineata,cipó polvo,climbing vine/liana,Climber,perennial,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Floresta Estacional Semidecidual, Restinga",humid_tropical_coastal_restinga,coastal_humid_frost_sensitive,yes,protected_culture_crossover_possible,limited,Desconhecido,free_draining_to_seasonally_moist,native_cover_support,full_sun_to_part_sun,,high,,,,,medium,moderate,Restinga soil binder; Conservation anchor guild; Mycorrhizal soil-builder guild,waterlogging_except_backdune_slacks; hard_frost; prolonged_deep_shade,climber;xeric_support,"Floresta Estacional Semidecidual, Restinga",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; cuttings; layering; supported transplant,nursery_seedling_with_support,trellis_or_live_support_training,branch_brazil_ubatuba_green_coast,high,Brazil,Southeast,São Paulo,ubatuba_restinga_coastal_plain,Ubatuba; Green Coast; restinga; coastal_sand; salt_spray; wind_exposed,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,1.5,2.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. restinga/coastal-sand fit; seasonal-forest transition fit. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,105624
AF-ZONE-BOT-BR-0501-UB-ZONE-000572,BOT-BR-0501,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mezilaurus crassiramea,cumbuca,small tree or large shrub,Sub-canopy,perennial,"Amazônia, Cerrado, Mata Atlântica; Campo Rupestre, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Floresta de Terra Firme, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)",humid_subtropical_transition,humid_transition_light_frost_review,yes,protected_culture_crossover_possible,limited,Terrícola,moist_to_well_drained,native_cover_support,part_sun_to_part_shade,,medium_to_high,,,,,medium,moderate,Ubatuba small-tree nurse canopy; Conservation anchor guild; Mycorrhizal soil-builder guild,extended_waterlogging; hard_frost; prolonged_coastal_salinity,structural,"Campo Rupestre, Cerrado (lato sensu), Floresta Ciliar ou Galeria, Floresta de Terra Firme, Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; cuttings review,nursery_seedling,formative_pruning_or_multi_stem_shaping,branch_brazil_ubatuba_green_coast,medium_high,Brazil,Southeast,São Paulo,green_coast_inland_semideciduous_transition,Green Coast; inland_transition; seasonal_humidity; foothill,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,2.25,3.75,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. dense ombrophilous forest fit; seasonal-forest transition fit. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,30199
AF-ZONE-BOT-BR-0502-UB-ZONE-000573,BOT-BR-0502,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,micropholis gnaphaloclados,prejuí,small tree or large shrub,Sub-canopy,perennial,"Amazônia, Caatinga, Cerrado; Caatinga (stricto sensu), Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos",humid_coastal_rocky_microsite,warm_humid_fast_drainage,yes,protected_culture_crossover_possible,limited,Terrícola,fast_draining,native_cover_support,full_sun_to_part_sun,,medium_to_high,,,,,medium,moderate,Rocky outcrop resilience guild; Conservation anchor guild; Mycorrhizal soil-builder guild,persistent_waterlogging; hard_frost,structural;xeric_support,"Caatinga (stricto sensu), Campo Rupestre, Cerrado (lato sensu), Vegetação Sobre Afloramentos Rochosos",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; cuttings review,nursery_seedling,formative_pruning_or_multi_stem_shaping,branch_brazil_ubatuba_green_coast,medium_high,Brazil,Southeast,São Paulo,ubatuba_rocky_outcrop_slope,Ubatuba; rocky_outcrop; slope; fast_drainage; exposed,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,2.25,3.75,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. rocky-outcrop fit. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,21012
AF-ZONE-BOT-BR-0503-UB-ZONE-000575,BOT-BR-0503,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mimosa arenosa var. arenosa,calumbí,small tree or large shrub,Sub-canopy,perennial,"Caatinga, Mata Atlântica; Caatinga (stricto sensu), Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)",humid_subtropical_transition,humid_transition_light_frost_review,yes,protected_culture_crossover_possible,limited,Terrícola,moist_to_well_drained,native_cover_support,part_sun_to_part_shade,,medium_to_high,,,,,medium,moderate,Ubatuba small-tree nurse canopy; Nitrogen input guild,extended_waterlogging; hard_frost; prolonged_coastal_salinity,nitrogen_fixer;structural;xeric_support,"Caatinga (stricto sensu), Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial)",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; cuttings review,nursery_seedling,formative_pruning_or_multi_stem_shaping,branch_brazil_ubatuba_green_coast,medium_high,Brazil,Southeast,São Paulo,green_coast_inland_semideciduous_transition,Green Coast; inland_transition; seasonal_humidity; foothill,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,2.25,3.75,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. dense ombrophilous forest fit; seasonal-forest transition fit. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,18764
AF-ZONE-BOT-BR-0504-UB-ZONE-000576,BOT-BR-0504,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mimosa aurivillus var. calothamnos,bracatinga-do-campo,shrub,Shrub / Aquatic / Marginal,perennial,"Cerrado, Mata Atlântica; Campo de Altitude, Campo Rupestre, Floresta Ombrófila (= Floresta Pluvial)",humid_montane_subtropical,cooler_montane_light_frost_tolerant_review,yes,protected_culture_crossover_possible,yes,Terrícola,moist_to_well_drained,native_cover_support,filtered_sun_to_full_sun,,high,,,,,medium,moderate,Montane/cloud-edge guild; Nitrogen input guild,coastal_salt_spray; prolonged_waterlogging,nitrogen_fixer,"Campo de Altitude, Campo Rupestre, Floresta Ombrófila (= Floresta Pluvial)",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; semi-hardwood cuttings review,nursery_seedling,selective_tip_pruning,branch_brazil_ubatuba_green_coast,medium_high,Brazil,Southeast,São Paulo,serra_do_mar_montane_cloud_edge,Serra do Mar; montane; cloud_forest_edge; wind_exposed; high_humidity,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,1.2,2.2,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. dense ombrophilous forest fit; montane/cloud-edge fit. | biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,31069
AF-ZONE-BOT-BR-0504-UB-ZONE-000577,BOT-BR-0504,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,mimosa aurivillus var. calothamnos,bracatinga-do-campo,shrub,Shrub / Aquatic / Marginal,perennial,"Cerrado, Mata Atlântica; Campo de Altitude, Campo Rupestre, Floresta Ombrófila (= Floresta Pluvial)",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,native_cover_support,managed_light_by_structure,,high,,,,,medium,moderate,Montane/cloud-edge guild; Nitrogen input guild,neglected_watering; stagnant_air; overpotting_review,nitrogen_fixer,"Campo de Altitude, Campo Rupestre, Floresta Ombrófila (= Floresta Pluvial)",species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; nursery seedling; semi-hardwood cuttings review,nursery_seedling,selective_tip_pruning,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,1.02,1.87,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,31069
AF-ZONE-BOT-BR-0505-UB-ZONE-000578,BOT-BR-0505,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mimosa bimucronata var. bimucronata,espinho-de-maricá,small tree or large shrub,Sub-canopy,perennial,"Caatinga, Cerrado, Mata Atlântica; Cerrado (lato sensu), Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga",humid_tropical_coastal_restinga,coastal_humid_frost_sensitive,yes,protected_culture_crossover_possible,limited,Terrícola,free_draining_to_seasonally_moist,native_cover_support,full_sun_to_part_sun,,high,,,,,medium,moderate,Restinga soil binder; Nitrogen input guild,waterlogging_except_backdune_slacks; hard_frost; prolonged_deep_shade,nitrogen_fixer;structural;xeric_support,"Cerrado (lato sensu), Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; cuttings review,nursery_seedling,formative_pruning_or_multi_stem_shaping,branch_brazil_ubatuba_green_coast,high,Brazil,Southeast,São Paulo,ubatuba_restinga_coastal_plain,Ubatuba; Green Coast; restinga; coastal_sand; salt_spray; wind_exposed,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,2.25,3.75,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. restinga/coastal-sand fit; dense ombrophilous forest fit; seasonal-forest transition fit. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,18770
AF-ZONE-BOT-BR-0506-UB-ZONE-000579,BOT-BR-0506,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mimosa caesalpiniifolia,sabiá,small tree or large shrub,Sub-canopy,perennial,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Caatinga (stricto sensu), Cerrado (lato sensu), Floresta Ombrófila (= Floresta Pluvial)",humid_tropical_coastal_forest,humid_forest_frost_sensitive,yes,protected_culture_crossover_possible,limited,Terrícola,moist_forest_floor,native_cover_support,part_shade_to_filtered_sun,,very_high,,,,,medium,moderate,Montane/cloud-edge guild; Nitrogen input guild,prolonged_drought; hard_frost; persistent_salt_spray,nitrogen_fixer;structural;xeric_support,"Caatinga (stricto sensu), Cerrado (lato sensu), Floresta Ombrófila (= Floresta Pluvial)",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; cuttings review,nursery_seedling,formative_pruning_or_multi_stem_shaping,branch_brazil_ubatuba_green_coast,high,Brazil,Southeast,São Paulo,ubatuba_submontane_dense_ombrophilous_forest,Ubatuba; Serra do Mar; dense_ombrophilous_forest; humid_slope,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,2.25,3.75,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. dense ombrophilous forest fit. | biome_tags=Atlantic_Forest|Highland; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,18776
AF-ZONE-BOT-BR-0507-UB-ZONE-000580,BOT-BR-0507,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mimosa catharinensis,unha-de-gato,shrub,Shrub / Aquatic / Marginal,perennial,Mata Atlântica; Restinga,humid_tropical_coastal_restinga,coastal_humid_frost_sensitive,yes,protected_culture_crossover_possible,yes,Terrícola,free_draining_to_seasonally_moist,native_cover_support,full_sun_to_part_sun,,high,,,,,medium,moderate,Restinga soil binder; Nitrogen input guild,waterlogging_except_backdune_slacks; hard_frost; prolonged_deep_shade,nitrogen_fixer;wetland_filter,Restinga,species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; semi-hardwood cuttings review,nursery_seedling,selective_tip_pruning,branch_brazil_ubatuba_green_coast,high,Brazil,Southeast,São Paulo,ubatuba_restinga_coastal_plain,Ubatuba; Green Coast; restinga; coastal_sand; salt_spray; wind_exposed,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,1.2,2.2,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. restinga/coastal-sand fit. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,100944
AF-ZONE-BOT-BR-0507-UB-ZONE-000581,BOT-BR-0507,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,mimosa catharinensis,unha-de-gato,shrub,Shrub / Aquatic / Marginal,perennial,Mata Atlântica; Restinga,humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,native_cover_support,managed_light_by_structure,,high,,,,,medium,moderate,Restinga soil binder; Nitrogen input guild,neglected_watering; stagnant_air; overpotting_review,nitrogen_fixer;wetland_filter,Restinga,species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; nursery seedling; semi-hardwood cuttings review,nursery_seedling,selective_tip_pruning,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,1.02,1.87,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,100944
AF-ZONE-BOT-BR-0508-UB-ZONE-000582,BOT-BR-0508,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mimosa ceratonia var. pseudo-obovata,unha-de-gato,shrub,Shrub / Aquatic / Marginal,perennial,"Mata Atlântica; Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga",humid_tropical_coastal_restinga,coastal_humid_frost_sensitive,yes,protected_culture_crossover_possible,yes,Terrícola,free_draining_to_seasonally_moist,native_cover_support,full_sun_to_part_sun,,high,,,,,medium,moderate,Restinga soil binder; Nitrogen input guild,waterlogging_except_backdune_slacks; hard_frost; prolonged_deep_shade,nitrogen_fixer;wetland_filter,"Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; nursery seedling; semi-hardwood cuttings review,nursery_seedling,selective_tip_pruning,branch_brazil_ubatuba_green_coast,high,Brazil,Southeast,São Paulo,ubatuba_restinga_coastal_plain,Ubatuba; Green Coast; restinga; coastal_sand; salt_spray; wind_exposed,restoration_conservation,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,1.2,2.2,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. restinga/coastal-sand fit; dense ombrophilous forest fit; seasonal-forest transition fit. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,18784
AF-ZONE-BOT-BR-0508-UB-ZONE-000583,BOT-BR-0508,protected_culture_crossover_from_focus_scope,Ubatuba managed courtyard; nursery; shade-house; protected edge,mimosa ceratonia var. pseudo-obovata,unha-de-gato,shrub,Shrub / Aquatic / Marginal,perennial,"Mata Atlântica; Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga",humid_tropical_protected_culture,protected_culture_buffered_humidity,conditional,protected_culture_humid_coastal,yes,Terrícola,managed_moisture_by_container_and_shelter,native_cover_support,managed_light_by_structure,,high,,,,,medium,moderate,Restinga soil binder; Nitrogen input guild,neglected_watering; stagnant_air; overpotting_review,nitrogen_fixer;wetland_filter,"Floresta Estacional Semidecidual, Floresta Ombrófila (= Floresta Pluvial), Restinga",species_specific_review_or_managed_harvest,species_specific_review_or_managed_harvest,year_round_under_managed_conditions,managed-container_regrowth_review,seed; nursery seedling; semi-hardwood cuttings review,nursery_seedling,selective_tip_pruning,branch_brazil_ubatuba_green_coast,conditional,Brazil,Southeast,São Paulo,ubatuba_protected_culture_crossover,Ubatuba; protected_culture; humid_coastal; nursery; shade_house,protected_culture_companion,container viability / managed-context crossover,1.02,1.87,Protected-culture spacing derived from growth form and container crossover status.,1,12,managed_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Protected-culture crossover row created because the current scope requested protected-culture relevance and the entry is container-viable or managed in disturbed/homegarden contexts. | biome_tags=Atlantic_Forest|Coastal_Restinga; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,18784
AF-ZONE-BOT-BR-0509-UB-ZONE-000584,BOT-BR-0509,derived_from_atlantic_forest_habitat_filter,Ubatuba; Picinguaba; Serra do Mar; Green Coast,mimosa debilis var. debilis,dormideira,subshrub/herb,Herbaceous / Aquatic / Marginal,perennial,"Amazônia, Caatinga, Cerrado, Mata Atlântica; Área Antrópica, Cerrado (lato sensu)",humid_tropical_to_subtropical_coastal,humid_coastal_general_use,yes,protected_culture_crossover_possible,yes,Terrícola,moist_to_well_drained,native_cover_support,full_sun_to_part_shade,,high,,,,,shallow,narrow_to_moderate,Ubatuba understory companion; Nitrogen input guild,hard_frost; unmanaged_competition_review,nitrogen_fixer;xeric_support,"Área Antrópica, Cerrado (lato sensu)",species_specific_review_or_non_crop_conservation_row,species_specific_review_or_non_crop_conservation_row,Oct-Mar rainy-season establishment window preferred for Ubatuba focus,perennial persistence; crop yield not estimated in this conservation/companion-focused pack,seed; division; cuttings review,direct_sow_or_plug_transplant,clump_management,branch_brazil_ubatuba_green_coast,medium,Brazil,Southeast,São Paulo,ubatuba_homegarden_edge_and_disturbed_site,Ubatuba; managed_edge; disturbed_site; humid_coastal,homegarden_companion,Ubatuba_focus_rulepack_v1 from Atlantic Forest habitat + native status + current scope,0.3,0.5,Derived from mature spread and growth form for Ubatuba planning; replace with taxon-level spacing for production crops.,10,3,not_estimated_or_species_specific_review,,,,,,,,,,review_by_species,review_by_species,,,,,,,,,,,,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Ubatuba_focus_rulepack_v1,2026,not_estimated_non_crop_focus,Primary Ubatuba focus zone derived from JBRJ habitat fields and Ubatuba coastal-to-escarpment gradient. homegarden/disturbed-edge crossover. | biome_tags=Atlantic_Forest; scaleup_pass=Atlantic_Forest_Scaleup_2026-04-06,Ubatuba_focus_rulepack_v1,83410
