root_profile_id,botanical_entry_id,root_form,root_depth_class,root_spread_class,root_aggression,root_depth_min_m,root_depth_max_m,root_architecture_type,root_depth_category,excavation_sensitivity,root_competition_intensity,container_root_behavior,waterlogging_tolerance,notes,source_table,source_row
ROOT-BOT-BR-0296,BOT-BR-0296,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13095
ROOT-BOT-BR-0297,BOT-BR-0297,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13104
ROOT-BOT-BR-0298,BOT-BR-0298,unknown,,,review,,,unknown,,,,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13106
ROOT-BOT-BR-0299,BOT-BR-0299,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,106278
ROOT-BOT-BR-0300,BOT-BR-0300,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13116
ROOT-BOT-BR-0301,BOT-BR-0301,unknown,,,review,,,unknown,,,,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13117
ROOT-BOT-BR-0302,BOT-BR-0302,shallow_water_capture,shallow,moderate,low,0.05,0.3,shallow_water_capture,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1463
ROOT-BOT-BR-0303,BOT-BR-0303,shallow_water_capture,shallow,moderate,low,0.05,0.3,shallow_water_capture,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1466
ROOT-BOT-BR-0304,BOT-BR-0304,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,102866
ROOT-BOT-BR-0305,BOT-BR-0305,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,82115
ROOT-BOT-BR-0306,BOT-BR-0306,unknown,,,review,,,unknown,,,,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,409
ROOT-BOT-BR-0307,BOT-BR-0307,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13879
ROOT-BOT-BR-0308,BOT-BR-0308,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13881
ROOT-BOT-BR-0309,BOT-BR-0309,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13883
ROOT-BOT-BR-0310,BOT-BR-0310,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13889
ROOT-BOT-BR-0311,BOT-BR-0311,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13696
ROOT-BOT-BR-0312,BOT-BR-0312,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13697
ROOT-BOT-BR-0313,BOT-BR-0313,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13701
ROOT-BOT-BR-0314,BOT-BR-0314,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13702
ROOT-BOT-BR-0315,BOT-BR-0315,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13713
ROOT-BOT-BR-0316,BOT-BR-0316,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13717
ROOT-BOT-BR-0317,BOT-BR-0317,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13126
ROOT-BOT-BR-0318,BOT-BR-0318,shallow_water_capture,shallow,moderate,low,0.05,0.3,shallow_water_capture,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,1472
ROOT-BOT-BR-0319,BOT-BR-0319,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,108425
ROOT-BOT-BR-0320,BOT-BR-0320,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,108426
ROOT-BOT-BR-0321,BOT-BR-0321,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,116307
ROOT-BOT-BR-0322,BOT-BR-0322,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,281523
ROOT-BOT-BR-0323,BOT-BR-0323,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,116321
ROOT-BOT-BR-0324,BOT-BR-0324,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,116361
ROOT-BOT-BR-0325,BOT-BR-0325,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,22509
ROOT-BOT-BR-0326,BOT-BR-0326,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,16915
ROOT-BOT-BR-0327,BOT-BR-0327,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,457
ROOT-BOT-BR-0328,BOT-BR-0328,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,461
ROOT-BOT-BR-0329,BOT-BR-0329,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,469
ROOT-BOT-BR-0330,BOT-BR-0330,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,103061
ROOT-BOT-BR-0331,BOT-BR-0331,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,6947
ROOT-BOT-BR-0332,BOT-BR-0332,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,6952
ROOT-BOT-BR-0333,BOT-BR-0333,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,6955
ROOT-BOT-BR-0334,BOT-BR-0334,fibrous_branching,shallow_to_medium,moderate,low,0.1,0.6,fibrous_branching,shallow_to_medium,,low_to_medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,103307
ROOT-BOT-BR-0335,BOT-BR-0335,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,104138
ROOT-BOT-BR-0336,BOT-BR-0336,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,16072
ROOT-BOT-BR-0337,BOT-BR-0337,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,16776
ROOT-BOT-BR-0338,BOT-BR-0338,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,8045
ROOT-BOT-BR-0339,BOT-BR-0339,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,18460
ROOT-BOT-BR-0340,BOT-BR-0340,fibrous_branching,shallow_to_medium,moderate,low,0.1,0.6,fibrous_branching,shallow_to_medium,,low_to_medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,82986
ROOT-BOT-BR-0341,BOT-BR-0341,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17510
ROOT-BOT-BR-0342,BOT-BR-0342,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17514
ROOT-BOT-BR-0343,BOT-BR-0343,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17534
ROOT-BOT-BR-0344,BOT-BR-0344,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17541
ROOT-BOT-BR-0345,BOT-BR-0345,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,111876
ROOT-BOT-BR-0346,BOT-BR-0346,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,125458
ROOT-BOT-BR-0347,BOT-BR-0347,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,82120
ROOT-BOT-BR-0348,BOT-BR-0348,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17072
ROOT-BOT-BR-0349,BOT-BR-0349,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,25981
ROOT-BOT-BR-0350,BOT-BR-0350,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,11444
ROOT-BOT-BR-0351,BOT-BR-0351,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,101063
ROOT-BOT-BR-0352,BOT-BR-0352,woody_branching,medium_to_deep,wide,medium,0.5,1.5,woody_branching,medium_to_deep,,medium_high,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,22914
ROOT-BOT-BR-0353,BOT-BR-0353,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,14942
ROOT-BOT-BR-0354,BOT-BR-0354,woody_branching,medium,moderate,medium,0.3,1,woody_branching,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,14946
ROOT-BOT-BR-0355,BOT-BR-0355,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,290521
ROOT-BOT-BR-0356,BOT-BR-0356,fibrous_branching,shallow_to_medium,moderate,low,0.1,0.6,fibrous_branching,shallow_to_medium,,low_to_medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,22931
ROOT-BOT-BR-0357,BOT-BR-0357,fibrous_branching,shallow_to_medium,moderate,low,0.1,0.6,fibrous_branching,shallow_to_medium,,low_to_medium,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,4121
ROOT-BOT-BR-0358,BOT-BR-0358,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13175
ROOT-BOT-BR-0359,BOT-BR-0359,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13176
ROOT-BOT-BR-0360,BOT-BR-0360,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,108961
ROOT-BOT-BR-0361,BOT-BR-0361,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,86814
ROOT-BOT-BR-0362,BOT-BR-0362,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13179
ROOT-BOT-BR-0363,BOT-BR-0363,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,13180
ROOT-BOT-BR-0364,BOT-BR-0364,fibrous_or_short_rhizome,shallow,narrow_to_moderate,low,0.05,0.3,fibrous_or_short_rhizome,shallow,,low,manageable,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,25985
ROOT-BOT-BR-0365,BOT-BR-0365,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,79049
ROOT-BOT-BR-0366,BOT-BR-0366,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,35278
ROOT-BOT-BR-0367,BOT-BR-0367,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,17299
ROOT-BOT-BR-0368,BOT-BR-0368,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,7379
ROOT-BOT-BR-0369,BOT-BR-0369,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,28595
ROOT-BOT-BR-0370,BOT-BR-0370,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,7389
ROOT-BOT-BR-0371,BOT-BR-0371,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,7391
ROOT-BOT-BR-0372,BOT-BR-0372,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,7392
ROOT-BOT-BR-0373,BOT-BR-0373,fibrous_woody_climber,medium,moderate,medium,0.3,1,fibrous_woody_climber,medium,,medium,limited_long_term,medium_to_high_by_habitat_review,Provisional builder root profile derived from life form; replace with taxon-level root trait sources where available. | Ubatuba focus enrichment: numeric root-depth bounds and aggression class derived from root-depth class + growth form.,angiospermsdatabase.xlsx,7397
