zone_profile_id,botanical_entry_id,branch_id,country,region,zone,microclimate_tags,production_mode,growth_habit,forest_garden_layer,guild_roles,light_preference,flood_tolerance,salinity_tolerance,heat_tolerance,fire_tolerance,harvest_window_brazil,propagation_methods,conservation_status,notes,source_table,source_row
BRWM-00096,BOT-BR-0037,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,97
BRWM-00097,BOT-BR-0037,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,98
BRWM-00098,BOT-BR-0037,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,99
BRWM-00099,BOT-BR-0038,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,100
BRWM-00100,BOT-BR-0038,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,101
BRWM-00101,BOT-BR-0038,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,102
BRWM-00102,BOT-BR-0038,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,103
BRWM-00103,BOT-BR-0038,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,104
BRWM-00104,BOT-BR-0039,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,105
BRWM-00105,BOT-BR-0039,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,106
BRWM-00106,BOT-BR-0039,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,107
BRWM-00107,BOT-BR-0039,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,108
BRWM-00108,BOT-BR-0039,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,109
BRWM-00109,BOT-BR-0040,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,110
BRWM-00110,BOT-BR-0040,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,111
BRWM-00111,BOT-BR-0040,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,112
BRWM-00112,BOT-BR-0040,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,113
BRWM-00113,BOT-BR-0040,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,114
BRWM-00114,BOT-BR-0041,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,115
BRWM-00115,BOT-BR-0041,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,116
BRWM-00116,BOT-BR-0041,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,117
BRWM-00117,BOT-BR-0041,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,118
BRWM-00118,BOT-BR-0041,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,119
BRWM-00119,BOT-BR-0042,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,120
BRWM-00120,BOT-BR-0042,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,121
BRWM-00121,BOT-BR-0042,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,122
BRWM-00122,BOT-BR-0042,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,123
BRWM-00123,BOT-BR-0042,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,124
BRWM-00124,BOT-BR-0043,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,125
BRWM-00125,BOT-BR-0043,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,126
BRWM-00126,BOT-BR-0043,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,127
BRWM-00127,BOT-BR-0043,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,128
BRWM-00128,BOT-BR-0043,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,129
BRWM-00129,BOT-BR-0044,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,130
BRWM-00130,BOT-BR-0044,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,131
BRWM-00131,BOT-BR-0044,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,132
BRWM-00132,BOT-BR-0044,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,133
BRWM-00133,BOT-BR-0044,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,134
BRWM-00134,BOT-BR-0045,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,135
BRWM-00135,BOT-BR-0045,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,136
BRWM-00136,BOT-BR-0045,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,137
BRWM-00137,BOT-BR-0045,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,138
BRWM-00138,BOT-BR-0045,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,139
BRWM-00139,BOT-BR-0046,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,140
BRWM-00140,BOT-BR-0046,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,141
BRWM-00141,BOT-BR-0046,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,142
BRWM-00142,BOT-BR-0046,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,143
BRWM-00143,BOT-BR-0046,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,144
BRWM-00144,BOT-BR-0047,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,145
BRWM-00145,BOT-BR-0047,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,146
BRWM-00146,BOT-BR-0047,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,147
BRWM-00147,BOT-BR-0047,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,148
BRWM-00148,BOT-BR-0047,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;wind protection helps,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,149
BRWM-00149,BOT-BR-0048,branch_brazil,Brazil,Northeast,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,150
BRWM-00150,BOT-BR-0048,branch_brazil,Brazil,Southeast,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,151
BRWM-00151,BOT-BR-0048,branch_brazil,Brazil,North,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,152
BRWM-00152,BOT-BR-0048,branch_brazil,Brazil,South,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,153
BRWM-00153,BOT-BR-0048,branch_brazil,Brazil,Central-West,Nationwide managed orchards,high fertility;water-demanding;full sun,Cultivated orchard,Herb,Herbaceous,fruit_producer,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,154
BRWM-00154,BOT-BR-0049,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,well-drained cerrado soils,Managed medicinal crop,Tree,Canopy,medicinal;structural,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Cerrado; biome_basis=cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,155
BRWM-00155,BOT-BR-0049,branch_brazil,Brazil,Southeast,Southeast Highland Mild,well-drained cerrado soils,Managed medicinal crop,Tree,Canopy,medicinal;structural,,,,,,,,Not reviewed,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,156
BRWM-00156,BOT-BR-0050,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,savanna;deep root;drought-tolerant,Cultivated orchard,Tree,Canopy,fruit_producer;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Cerrado; biome_basis=cerrado; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,157
BRWM-00157,BOT-BR-0050,branch_brazil,Brazil,Southeast,Southeast Highland Mild,savanna;deep root;drought-tolerant,Cultivated orchard,Tree,Canopy,fruit_producer;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Cerrado|Highland; biome_basis=cerrado|highland; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,158
BRWM-00158,BOT-BR-0051,branch_brazil,Brazil,North,North Amazon Wet,humid tropical orchard,Cultivated orchard,Tree,Canopy,fruit_producer;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,159
BRWM-00159,BOT-BR-0051,branch_brazil,Brazil,Northeast,Northeast Coastal Humid,humid tropical orchard,Cultivated orchard,Tree,Canopy,fruit_producer;structural,full sun,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest|Coastal_Restinga; biome_basis=amazon|atlantic_forest|coastal_restinga; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,160
BRWM-00160,BOT-BR-0052,branch_brazil,Brazil,Northeast,Nationwide managed herbs,well-drained;full sun,Cultivated herb bed,Herb / shrub,Shrub,medicinal,full sun,low,low,high,very low,regional / variable,seed;cutting;division;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,161
BRWM-00161,BOT-BR-0052,branch_brazil,Brazil,Southeast,Nationwide managed herbs,well-drained;full sun,Cultivated herb bed,Herb / shrub,Shrub,medicinal,full sun,low,low,high,very low,regional / variable,seed;cutting;division;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,162
BRWM-00162,BOT-BR-0052,branch_brazil,Brazil,Central-West,Nationwide managed herbs,well-drained;full sun,Cultivated herb bed,Herb / shrub,Shrub,medicinal,full sun,low,low,high,very low,regional / variable,seed;cutting;division;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=unresolved; biome_basis=unresolved; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,163
BRWM-00163,BOT-BR-0053,branch_brazil,Brazil,North,North Amazon Wet,wetlands;veredas,Cultivated orchard,Palm,Canopy,fruit_producer;medicinal;wetland_filter;structural,full sun to part shade,medium to high,low to medium,high,low,regional / variable,seed;division_limited;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Cerrado|Pantanal; biome_basis=amazon|cerrado|pantanal; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,164
BRWM-00164,BOT-BR-0053,branch_brazil,Brazil,Central-West,Central-West Cerrado Seasonal,wetlands;veredas,Cultivated orchard,Palm,Canopy,fruit_producer;medicinal;wetland_filter;structural,full sun to part shade,medium to high,low to medium,high,low,regional / variable,seed;division_limited;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Cerrado|Pantanal; biome_basis=amazon|cerrado|pantanal; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,165
BRWM-00165,BOT-BR-0053,branch_brazil,Brazil,Central-West,Pantanal Wet-Dry,wetlands;veredas,Cultivated orchard,Palm,Canopy,fruit_producer;medicinal;wetland_filter;structural,full sun to part shade,medium to high,low to medium,high,low,regional / variable,seed;division_limited;tissue_culture_limited,yes,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Cerrado|Pantanal; biome_basis=amazon|cerrado|pantanal; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,166
BRWM-00166,BOT-BR-0054,branch_brazil,Brazil,North,North Amazon Wet,humid shade systems;cabruca/agroforestry,Cultivated orchard,Tree,Sub-canopy,fruit_producer;structural,filtered sun to part shade,low,low,high,very low,regional / variable,seed;cutting_limited;graft;tissue_culture_limited,no,Fill only from source-backed regional data; legacy Season is summary only. | biome_tags=Amazon|Atlantic_Forest; biome_basis=amazon|atlantic_forest; normalization_pass=Brazil_FNP_2026-04-05,Brazil_Working_Master,167
