symbiosis_profile_id,botanical_entry_id,symbiosis_type,symbiotic_partner_type,symbiotic_partner_botanical_id,mycorrhizal_association_type,nitrogen_fixing_flag,host_dependency_flag,nurse_plant_flag,rhizosphere_benefit_notes,symbiosis_strength,symbiosis_confidence,symbiotic_role_tags,notes,source_table,source_row
SYM-BOT-BR-0122,BOT-BR-0122,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,123
SYM-BOT-BR-0123,BOT-BR-0123,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,124
SYM-BOT-BR-0124,BOT-BR-0124,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,125
SYM-BOT-BR-0125,BOT-BR-0125,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Native fruit tree linked to birds, bats, insects and restoration food webs.",likely,medium,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,43
SYM-BOT-BR-0126,BOT-BR-0126,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,127
SYM-BOT-BR-0127,BOT-BR-0127,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,128
SYM-BOT-BR-0128,BOT-BR-0128,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,129
SYM-BOT-BR-0129,BOT-BR-0129,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Palm fruits and inflorescences support insects, birds and mammals; litter and mulch improve establishment.",likely,medium,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,325
SYM-BOT-BR-0130,BOT-BR-0130,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Native restoration tree supporting birds, mammals, pollinators and forest structure.",likely,high,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,328
SYM-BOT-BR-0131,BOT-BR-0131,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,132
SYM-BOT-BR-0132,BOT-BR-0132,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Native fruit tree linked to birds, bats, insects and restoration food webs.",likely,high,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,276
SYM-BOT-BR-0133,BOT-BR-0133,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,134
SYM-BOT-BR-0134,BOT-BR-0134,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,135
SYM-BOT-BR-0135,BOT-BR-0135,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,Supports pollinators and frugivores; responds well to organic mulch and soil-biota-rich systems.,likely,high,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,104
SYM-BOT-BR-0136,BOT-BR-0136,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,137
SYM-BOT-BR-0137,BOT-BR-0137,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Palm fruits and inflorescences support insects, birds and mammals; litter and mulch improve establishment.",likely,high,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,34
SYM-BOT-BR-0138,BOT-BR-0138,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,139
SYM-BOT-BR-0139,BOT-BR-0139,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,140
SYM-BOT-BR-0140,BOT-BR-0140,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,141
SYM-BOT-BR-0141,BOT-BR-0141,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Palm fruits and inflorescences support insects, birds and mammals; litter and mulch improve establishment.",likely,medium,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,30
SYM-BOT-BR-0142,BOT-BR-0142,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Native fruit tree linked to birds, bats, insects and restoration food webs.",likely,high,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,341
SYM-BOT-BR-0143,BOT-BR-0143,unresolved,,,,,,,,unresolved,unresolved,unresolved,identity_workbook_unmatched,Botanicals_Master,144
SYM-BOT-BR-0144,BOT-BR-0144,mycorrhizal_association,soil_microbe,,likely,FALSE,,FALSE,"Native fruit tree linked to birds, bats, insects and restoration food webs.",likely,high,mycorrhizae,,IDENTITY_BRAZIL_BLOCK1,301
